order_purchase_timestamp,total_sales,total_items,total_orders,day_of_week,month,quarter,is_weekend,is_holiday,total_sales_lag_1,total_sales_lag_7,total_sales_lag_14,total_sales_lag_30,total_sales_rolling_avg_7,total_sales_rolling_std_7,total_sales_rolling_avg_30,total_sales_rolling_std_30
2016-12-04,0.0,0,0,6,12,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-05,0.0,0,0,0,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-06,0.0,0,0,1,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-07,0.0,0,0,2,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-08,0.0,0,0,3,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-09,0.0,0,0,4,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-10,0.0,0,0,5,12,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-11,0.0,0,0,6,12,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-12,0.0,0,0,0,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-13,0.0,0,0,1,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-14,0.0,0,0,2,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-15,0.0,0,0,3,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-16,0.0,0,0,4,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-17,0.0,0,0,5,12,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-18,0.0,0,0,6,12,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-19,0.0,0,0,0,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-20,0.0,0,0,1,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-21,0.0,0,0,2,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-22,0.0,0,0,3,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,10.9,1,1,4,12,4,0,0,0.0,0.0,0.0,0.0,1.5571428571428572,4.119812757119128,0.36333333333333334,1.9900586250695507
2016-12-24,0.0,0,0,5,12,4,1,0,10.9,0.0,0.0,0.0,1.5571428571428572,4.119812757119128,0.36333333333333334,1.9900586250695507
2016-12-25,0.0,0,0,6,12,4,1,1,0.0,0.0,0.0,0.0,1.5571428571428572,4.119812757119128,0.36333333333333334,1.9900586250695507
2016-12-26,0.0,0,0,0,12,4,0,0,0.0,0.0,0.0,0.0,1.5571428571428572,4.119812757119128,0.36333333333333334,1.9900586250695507
2016-12-27,0.0,0,0,1,12,4,0,0,0.0,0.0,0.0,0.0,1.5571428571428572,4.119812757119128,0.36333333333333334,1.9900586250695507
2016-12-28,0.0,0,0,2,12,4,0,0,0.0,0.0,0.0,0.0,1.5571428571428572,4.119812757119128,0.36333333333333334,1.9900586250695507
2016-12-29,0.0,0,0,3,12,4,0,0,0.0,0.0,0.0,0.0,1.5571428571428572,4.119812757119128,0.36333333333333334,1.9900586250695507
2016-12-30,0.0,0,0,4,12,4,0,0,0.0,10.9,0.0,0.0,0.0,0.0,0.36333333333333334,1.9900586250695507
2016-12-31,0.0,0,0,5,12,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36333333333333334,1.9900586250695507
2017-01-01,0.0,0,0,6,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.36333333333333334,1.9900586250695507
2017-01-02,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36333333333333334,1.9900586250695507
2017-01-03,0.0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36333333333333334,1.9900586250695507
2017-01-04,0.0,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.36333333333333334,1.9900586250695507
2017-01-05,396.9,32,32,3,1,1,0,0,0.0,0.0,0.0,0.0,56.699999999999996,150.01409933739836,13.593333333333332,72.42238620058292
2017-01-06,916.38,4,4,4,1,1,0,0,396.9,0.0,10.9,0.0,187.61142857142858,353.7644172529177,44.139333333333326,179.9379492651425
2017-01-07,1351.9,5,4,5,1,1,1,0,916.38,0.0,0.0,0.0,380.74000000000007,549.2684363769783,89.20266666666666,298.63602931735255
2017-01-08,709.58,6,6,6,1,1,1,0,1351.9,0.0,0.0,0.0,482.10857142857145,532.5126881564697,112.85533333333333,318.75016283682686
2017-01-09,673.79,6,5,0,1,1,0,0,709.58,0.0,0.0,0.0,578.3642857142858,490.04685761865187,135.315,333.90204005066795
2017-01-10,1434.87,6,6,1,1,1,0,0,673.79,0.0,0.0,0.0,783.3457142857143,507.5842500136456,183.14399999999998,408.32421405477066
2017-01-11,2611.26,11,11,2,1,1,0,0,1434.87,0.0,0.0,0.0,1156.3828571428571,741.5517270497631,270.186,600.8628147267704
2017-01-12,2234.58,15,13,3,1,1,0,0,2611.26,396.9,0.0,0.0,1418.9085714285716,753.0659994632803,344.67199999999997,697.0243633074355
2017-01-13,2505.58,11,11,4,1,1,0,0,2234.58,916.38,0.0,0.0,1645.9371428571428,813.4470296361156,428.1913333333333,797.212950263055
2017-01-14,1112.69,18,18,5,1,1,1,0,2505.58,1351.9,0.0,0.0,1611.7642857142857,832.6560519377622,465.281,802.4709138454357
2017-01-15,2199.57,21,14,6,1,1,1,0,1112.69,709.58,0.0,0.0,1824.6200000000001,749.9247508472723,538.6,857.1168413731672
2017-01-16,3307.92,24,19,0,1,1,0,0,2199.57,673.79,0.0,0.0,2200.924285714286,736.9823137375245,648.8639999999999,988.1911012433524
2017-01-17,3302.53,37,32,1,1,1,0,0,3307.92,1434.87,0.0,0.0,2467.7328571428575,751.3594201116308,758.9483333333334,1091.9215877559475
2017-01-18,4032.36,35,33,2,1,1,0,0,3302.53,2611.26,0.0,0.0,2670.747142857143,959.7048437881753,893.3603333333334,1234.1926532520206
2017-01-19,3553.95,35,29,3,1,1,0,0,4032.36,2234.58,396.9,0.0,2859.2285714285717,988.8822891768407,1011.8253333333334,1313.5020267937398
2017-01-20,4035.83,39,28,4,1,1,0,0,3553.95,2505.58,916.38,0.0,3077.835714285714,1063.9649994534193,1146.3529999999998,1409.4658144773653
2017-01-21,2458.6,36,24,5,1,1,1,0,4035.83,1112.69,1351.9,0.0,3270.108571428572,713.5594288127855,1228.3063333333334,1411.988071482981
2017-01-22,3619.27,33,30,6,1,1,1,0,2458.6,2199.57,709.58,10.9,3472.9228571428575,538.9693527995378,1348.5853333333332,1457.6577461916916
2017-01-23,6581.47,54,39,0,1,1,0,0,3619.27,3307.92,673.79,0.0,3940.5728571428576,1281.1382646266118,1567.9676666666667,1719.4501760931546
2017-01-24,5955.17,44,40,1,1,1,0,0,6581.47,3302.53,1434.87,0.0,4319.521428571429,1443.0396356583426,1766.4733333333331,1869.4056316423387
2017-01-25,8977.23,69,62,2,1,1,0,0,5955.17,4032.36,2611.26,0.0,5025.931428571429,2258.7925304642217,2065.7143333333333,2255.5209921812366
2017-01-26,13107.96,99,84,3,1,1,0,0,8977.23,3553.95,2234.58,0.0,6390.79,3668.0023227319084,2502.646333333333,2991.1974301405103
2017-01-27,11432.95,76,61,4,1,1,0,0,13107.96,4035.83,2505.58,0.0,7447.521428571427,3932.4762749122383,2883.7446666666665,3366.1633057858094
2017-01-28,5211.01,30,29,5,1,1,1,0,11432.95,2458.6,1112.69,0.0,7840.722857142857,3459.6871901503596,3057.445,3346.6176084093495
2017-01-29,6457.66,47,35,6,1,1,1,0,5211.01,3619.27,2199.57,0.0,8246.207142857143,3020.9791134151346,3272.700333333333,3350.8572215278587
2017-01-30,10801.13,75,51,0,1,1,0,0,6457.66,6581.47,3307.92,0.0,8849.015714285715,3054.2462970093384,3632.738,3560.787163964035
2017-01-31,11116.13,85,67,1,1,1,0,0,10801.13,5955.17,3302.53,0.0,9586.295714285716,2855.72274081278,4003.2756666666664,3743.418947879417
2017-02-01,8099.76,69,66,2,2,1,0,0,11116.13,8977.23,4032.36,0.0,9460.942857142858,2905.734223001792,4273.267666666667,3736.818094125538
2017-02-02,8917.64,75,68,3,2,1,0,0,8099.76,13107.96,3553.95,0.0,8862.325714285715,2420.2546290480645,4570.522333333332,3739.85543839615
2017-02-03,10171.74,61,56,4,2,1,0,0,8917.64,11432.95,4035.83,0.0,8682.152857142857,2237.00005814122,4909.580333333333,3772.149288704292
2017-02-04,13968.16,72,66,5,2,1,1,0,10171.74,5211.01,2458.6,396.9,9933.174285714285,2413.9411770371,5361.955666666667,4018.0561261426274
2017-02-05,8503.79,83,75,6,2,1,1,0,13968.16,6457.66,3619.27,916.38,10225.47857142857,2013.641781908501,5614.869333333333,3967.051785683682
2017-02-06,9539.44,88,81,0,2,1,0,0,8503.79,10801.13,6581.47,1351.9,10045.237142857144,2009.9910821254487,5887.787333333333,3945.238581910179
2017-02-07,14073.58,126,110,1,2,1,0,0,9539.44,11116.13,5955.17,709.58,10467.73,2518.9818731715186,6333.254,4092.13910185471
2017-02-08,11908.37,98,89,2,2,1,0,0,14073.58,8099.76,8977.23,673.79,11011.817142857142,2326.211656311001,6707.740000000001,4070.3624474689614
2017-02-09,9190.29,82,77,3,2,1,0,0,11908.37,8917.64,13107.96,1434.87,11050.767142857143,2287.259186914294,6966.254000000001,3968.942684614614
2017-02-10,13656.94,73,65,4,2,1,0,0,9190.29,10171.74,11432.95,2611.26,11548.652857142855,2438.3582072350455,7334.443333333334,4062.25298382843
2017-02-11,4307.56,51,45,5,2,1,1,0,13656.94,13968.16,5211.01,2234.58,10168.567142857146,3389.2108073695413,7403.542666666666,3989.491606159891
2017-02-12,15098.25,65,62,6,2,1,1,0,4307.56,8503.79,6457.66,2505.58,11110.632857142857,3746.962655430463,7823.298333333334,4116.819550222019
2017-02-13,10405.15,87,75,0,2,1,0,0,15098.25,9539.44,10801.13,1112.69,11234.305714285714,3700.4587347465363,8133.0470000000005,3940.301317875234
2017-02-14,12694.11,80,71,1,2,1,0,0,10405.15,14073.58,11116.13,2199.57,11037.238571428572,3558.044194893357,8482.865,3860.405674504054
2017-02-15,6770.15,63,60,2,2,1,0,0,12694.11,11908.37,8099.76,3307.92,10303.207142857142,3865.1354202352563,8598.272666666668,3750.553964660037
2017-02-16,6093.04,55,50,3,2,1,0,0,6770.15,9190.29,8917.64,3302.53,9860.742857142857,4178.359550420535,8691.289666666667,3647.8842789556256
2017-02-17,6801.26,56,45,4,2,1,0,0,6093.04,13656.94,10171.74,4032.36,8881.359999999999,3936.731265385876,8783.586333333335,3559.90971373547
2017-02-18,7297.33,63,52,5,2,1,1,0,6801.26,4307.56,13968.16,3553.95,9308.47,3495.2267993031132,8908.365666666668,3433.649527117419
2017-02-19,3797.9,44,40,6,2,1,1,0,7297.33,15098.25,8503.79,4035.83,7694.134285714286,2941.1430022745544,8900.434666666666,3445.546309025542
2017-02-20,7861.4,71,62,0,2,1,0,0,3797.9,10405.15,9539.44,2458.6,7330.7414285714285,2697.4038133819763,9080.528,3231.799128307156
2017-02-21,8285.64,47,41,1,2,1,0,0,7861.4,12694.11,14073.58,3619.27,6700.96,1473.4121571486155,9236.073666666667,3068.0327119344543
2017-02-22,7356.57,65,58,2,2,1,0,0,8285.64,6770.15,11908.37,6581.47,6784.734285714286,1494.521696528773,9261.910333333333,3048.1057109525027
2017-02-23,6940.82,73,59,3,2,1,0,0,7356.57,6093.04,9190.29,5955.17,6905.845714285714,1463.1482339332229,9294.765333333333,3016.3808498090407
2017-02-24,6682.21,73,62,4,2,1,0,0,6940.82,6801.26,13656.94,8977.23,6888.838571428571,1465.2568937155547,9218.264666666666,3053.5852055753253
2017-02-25,4196.59,46,42,5,2,1,1,0,6682.21,7297.33,4307.56,13107.96,6445.875714285714,1760.1936948799807,8921.219000000001,3095.3106827111646
2017-02-26,5446.68,52,45,6,2,1,1,0,4196.59,3797.9,15098.25,11432.95,6681.415714285714,1425.2458332846445,8721.676666666668,3120.6576054054226
2017-02-27,5813.22,52,42,0,2,1,0,0,5446.68,7861.4,10405.15,5211.01,6388.818571428571,1350.92951823832,8741.750333333333,3099.1593075280607
2017-02-28,11081.76,66,54,1,2,1,0,0,5813.22,8285.64,12694.11,6457.66,6788.2642857142855,2170.2124684375744,8895.886999999999,3096.6316361972376
2017-03-01,12555.41,113,95,2,3,1,0,0,11081.76,7356.57,6770.15,10801.13,7530.955714285714,3091.2456320867236,8954.363000000001,3149.9549621292063
2017-03-02,11377.0,76,68,3,3,1,0,0,12555.41,6940.82,6093.04,11116.13,8164.695714285714,3390.359103904568,8963.058666666668,3156.4817640288106
2017-03-03,12364.44,80,72,4,3,1,0,0,11377.0,6682.21,6801.26,8099.76,8976.442857142856,3646.7968439289975,9105.214666666667,3211.8090144273488
2017-03-04,10858.51,85,76,5,3,1,1,0,12364.44,4196.59,7297.33,8917.64,9928.145714285714,3004.15763072811,9169.910333333333,3227.410040955209
2017-03-05,6739.72,80,70,6,3,1,1,0,10858.51,5446.68,3797.9,10171.74,10112.865714285714,2707.811282812855,9055.509666666667,3251.4115162945745
2017-03-06,8916.64,113,98,0,3,1,0,0,6739.72,5813.22,7861.4,13968.16,10556.211428571429,2064.0399864701385,8887.125666666667,3116.215570337136
2017-03-07,11648.52,97,80,1,3,1,0,0,8916.64,11081.76,8285.64,8503.79,10637.177142857141,2098.913011558723,8991.95,3155.5200300895804
2017-03-08,14587.47,87,77,2,3,1,0,0,11648.52,12555.41,7356.57,9539.44,10927.471428571429,2508.9146370919675,9160.217666666667,3316.2222570659947
2017-03-09,11705.54,114,92,3,3,1,0,0,14587.47,11377.0,6940.82,14073.58,10974.405714285715,2521.7656153434655,9081.283,3222.0853581633564
2017-03-10,11984.97,97,86,4,3,1,0,0,11705.54,12364.44,6682.21,11908.37,10920.195714285714,2490.7925346420575,9083.836333333335,3224.432424294965
2017-03-11,10833.27,79,70,5,3,1,1,0,11984.97,10858.51,4196.59,9190.29,10916.59,2490.914980751725,9138.602333333334,3240.2169767424875
2017-03-12,6496.17,70,63,6,3,1,1,0,10833.27,6739.72,5446.68,13656.94,10881.797142857144,2559.7311325978185,8899.91,3158.6172667755127
2017-03-13,16681.16,115,108,0,3,1,0,0,6496.17,8916.64,5813.22,4307.56,11991.014285714287,3174.6802749718395,9312.363333333335,3340.883986755738
2017-03-14,14129.16,113,98,1,3,1,0,0,16681.16,11648.52,11081.76,15098.25,12345.391428571429,3267.1815512733588,9280.060333333333,3287.26597263302
2017-03-15,14999.33,121,107,2,3,1,0,0,14129.16,14587.47,12555.41,10405.15,12404.228571428572,3317.6068857105906,9433.19966666667,3444.7264981752783
2017-03-16,14199.79,126,102,3,3,1,0,0,14999.33,11705.54,11377.0,12694.11,12760.550000000001,3363.6838210856517,9483.389,3504.329130041524
2017-03-17,11970.4,79,65,4,3,1,0,0,14199.79,11984.97,12364.44,6770.15,12758.468571428572,3364.248193605964,9656.730666666668,3494.091045233202
2017-03-18,16433.82,77,73,5,3,1,1,0,11970.4,10833.27,10858.51,6093.04,13558.547142857144,3493.563939349594,10001.423333333332,3637.5254584707704
2017-03-19,6649.34,59,56,6,3,1,1,0,16433.82,6496.17,6739.72,6801.26,13580.42857142857,3442.057399446005,9996.359333333332,3642.2369043761473
2017-03-20,16906.09,125,114,0,3,1,0,0,6649.34,16681.16,8916.64,7297.33,13612.561428571427,3476.703796900305,10316.651333333335,3815.091673983944
2017-03-21,11311.15,103,92,1,3,1,0,0,16906.09,14129.16,11648.52,3797.9,13209.988571428572,3568.846262932555,10567.092999999999,3613.7004042863005
2017-03-22,14188.97,122,105,2,3,1,0,0,11311.15,14999.33,14587.47,7861.4,13094.222857142857,3513.849548001525,10778.012,3634.9296886539546
2017-03-23,16300.56,133,110,3,3,1,0,0,14188.97,14199.79,11705.54,8285.64,13394.332857142857,3708.3394522243852,11045.176000000001,3738.4950943381414
2017-03-24,10143.22,84,76,4,3,1,0,0,16300.56,11970.4,11984.97,7356.57,13133.307142857142,3885.3549391945976,11138.064333333334,3677.812715178528
2017-03-25,9361.44,84,74,5,3,1,1,0,10143.22,16433.82,10833.27,6940.82,12122.967142857144,3802.718024324688,11218.751666666667,3608.4532235276083
2017-03-26,6320.95,69,64,6,3,1,1,0,9361.44,6649.34,6496.17,6682.21,12076.054285714286,3882.683551123109,11206.709666666666,3624.6807512448204
2017-03-27,16356.97,120,109,0,3,1,0,0,6320.95,16906.09,16681.16,4196.59,11997.608571428573,3772.82625251252,11612.055666666665,3491.1970492967753
2017-03-28,11802.11,114,100,1,3,1,0,0,16356.97,11311.15,14129.16,5446.68,12067.745714285715,3762.4873727223703,11823.903333333334,3291.2796421173475
2017-03-29,8294.04,84,73,2,3,1,0,0,11802.11,14188.97,14999.33,5813.22,11225.612857142856,3866.8422837319335,11906.597333333333,3163.7472374144904
2017-03-30,10025.6,83,74,3,3,1,0,0,8294.04,16300.56,14199.79,11081.76,10329.19,3156.335962958748,11871.391999999998,3179.081480672442
2017-03-31,12199.56,73,70,4,3,1,0,0,10025.6,10143.22,11970.4,12555.41,10622.952857142856,3230.953498291776,11859.530333333334,3177.1045449661733
2017-04-01,17697.37,69,67,5,4,2,1,0,12199.56,9361.44,16433.82,11377.0,11813.800000000001,4106.164224829142,12070.209333333334,3348.915277908123
2017-04-02,9129.88,78,65,6,4,2,1,0,17697.37,6320.95,6649.34,12364.44,12215.075714285715,3583.9544709573634,11962.390666666666,3390.92089809196
2017-04-03,9156.76,87,72,0,4,2,0,0,9129.88,16356.97,16906.09,10858.51,11186.474285714286,3210.9250572997316,11905.665666666666,3424.0955046256845
2017-04-04,12301.65,109,96,1,4,2,0,0,9156.76,11802.11,11311.15,6739.72,11257.837142857143,3232.3675348198244,12091.063333333334,3282.3830222414413
2017-04-05,18902.94,102,96,2,4,2,0,0,12301.65,8294.04,14188.97,8916.64,12773.394285714285,4005.710700578438,12423.94,3451.374562765313
2017-04-06,23168.89,110,95,3,4,2,0,0,18902.94,10025.6,16300.56,11648.52,14651.007142857143,5355.873049284976,12807.952333333333,3964.8294956779446
2017-04-07,13250.29,94,84,4,4,2,0,0,23168.89,12199.56,10143.22,14587.47,14801.111428571428,5290.037067675516,12763.379666666668,3951.628615677936
2017-04-08,8785.09,71,66,5,4,2,1,0,13250.29,17697.37,9361.44,11705.54,13527.92857142857,5543.226964303462,12666.031333333334,4014.066455399522
2017-04-09,7914.65,76,71,6,4,2,1,0,8785.09,9129.88,6320.95,11984.97,13354.324285714287,5720.129471354816,12530.354,4105.625600672898
2017-04-10,11577.41,94,86,0,4,2,0,0,7914.65,9156.76,16356.97,10833.27,13700.131428571429,5492.723783941896,12555.158666666666,4097.258274343226
2017-04-11,8296.51,84,77,1,4,2,0,0,11577.41,12301.65,11802.11,6496.17,13127.968571428572,5859.065188402297,12615.17,4017.869308532606
2017-04-12,8069.21,65,62,2,4,2,0,0,8296.51,18902.94,8294.04,16681.16,11580.292857142858,5499.174358615772,12328.105,4024.9918734025914
2017-04-13,9691.43,64,60,3,4,2,0,0,8069.21,23168.89,10025.6,14129.16,9654.941428571428,2031.7842752896595,12180.180666666665,4038.0433787809643
2017-04-14,7001.07,58,51,4,4,2,0,1,9691.43,13250.29,12199.56,14999.33,8762.195714285714,1489.2068294101882,11913.571999999998,4108.910479124355
2017-04-15,8333.94,55,52,5,4,2,1,0,7001.07,8785.09,17697.37,14199.79,8697.745714285715,1497.788596318568,11718.043666666666,4135.845187675323
2017-04-16,5455.96,52,49,6,4,2,1,0,8333.94,7914.65,9129.88,11970.4,8346.504285714285,1936.1717385591805,11500.895666666667,4290.272307041051
2017-04-17,7966.87,67,64,0,4,2,0,0,5455.96,11577.41,9156.76,16433.82,7830.712857142857,1312.4818017114953,11218.664,4232.683224591946
2017-04-18,21286.72,84,71,1,4,2,0,0,7966.87,8296.51,12301.65,6649.34,9686.457142857142,5276.9357293721,11706.576666666666,4521.587598078672
2017-04-19,12103.46,112,97,2,4,2,0,0,21286.72,8069.21,18902.94,16906.09,10262.778571428571,5291.151322706713,11546.489,4414.910525324733
2017-04-20,13373.14,115,96,3,4,2,0,0,12103.46,9691.43,23168.89,11311.15,10788.737142857144,5406.619029993745,11615.222000000002,4427.15428224139
2017-04-21,8446.26,76,67,4,4,2,0,1,13373.14,7001.07,13250.29,14188.97,10995.192857142856,5263.57902728652,11423.798333333332,4436.175764176792
2017-04-22,12860.18,94,83,5,4,2,1,0,8446.26,8333.94,8785.09,16300.56,11641.798571428571,5159.1472597075235,11309.119,4349.3790851484255
2017-04-23,10029.05,90,85,6,4,2,1,0,12860.18,5455.96,7914.65,10143.22,12295.097142857145,4491.650933360379,11305.313333333334,4350.484222106248
2017-04-24,13296.03,129,114,0,4,2,0,0,10029.05,7966.87,11577.41,9361.44,13056.405714285715,4067.365032400615,11436.466333333334,4349.169370024804
2017-04-25,14671.74,123,111,1,4,2,0,0,13296.03,21286.72,8296.51,6320.95,12111.40857142857,2155.645466122457,11714.826,4277.111969890833
2017-04-26,15430.49,137,123,2,4,2,0,0,14671.74,12103.46,8069.21,16356.97,12586.698571428571,2493.85172356223,11683.943333333335,4245.667012937675
2017-04-27,9851.71,100,78,3,4,2,0,0,15430.49,13373.14,9691.43,11802.11,12083.637142857142,2658.5069517037496,11618.929999999998,4258.708225624292
2017-04-28,15790.49,108,98,4,4,2,0,0,9851.71,8446.26,7001.07,8294.04,13132.812857142857,2422.4922821529276,11868.811666666666,4276.782026970894
2017-04-29,11912.63,86,73,5,4,2,1,0,15790.49,12860.18,8333.94,10025.6,12997.448571428571,2466.342306726226,11931.712666666666,4262.591349631262
2017-04-30,8091.16,71,68,6,4,2,1,0,11912.63,10029.05,5455.96,12199.56,12720.607142857143,2921.781861437268,11794.766,4319.30843886204
2017-05-01,12580.27,131,116,0,5,2,0,1,8091.16,13296.03,7966.87,17697.37,12618.355714285713,2910.7917319740673,11624.195999999998,4176.864832816347
2017-05-02,17640.2,136,125,1,5,2,0,0,12580.27,14671.74,21286.72,9129.88,13042.42142857143,3429.7706905002133,11907.873333333333,4289.105292336285
2017-05-03,10053.56,111,102,2,5,2,0,0,17640.2,15430.49,12103.46,9156.76,12274.288571428571,3407.8386716090754,11937.766666666666,4272.362453457413
2017-05-04,13508.55,122,108,3,5,2,0,0,10053.56,9851.71,13373.14,12301.65,12796.694285714284,3251.2650537232316,11977.996666666666,4281.579400378689
2017-05-05,13969.76,123,110,4,5,2,0,0,13508.55,15790.49,8446.26,18902.94,12536.59,3037.653628828237,11813.557333333332,4097.210215148448
2017-05-06,16219.98,127,107,5,5,2,1,0,13969.76,11912.63,12860.18,23168.89,13151.925714285713,3313.9001929743245,11581.927,3599.2825782916993
2017-05-07,17167.87,120,109,6,5,2,1,0,16219.98,8091.16,10029.05,13250.29,14448.598571428573,2727.591805234242,11712.513,3730.5724820499904
2017-05-08,16148.41,143,122,0,5,2,0,0,17167.87,12580.27,13296.03,8785.09,14958.332857142857,2652.6227990281345,11957.956999999999,3773.309415146805
2017-05-09,20787.05,153,124,1,5,2,0,0,16148.41,17640.2,14671.74,7914.65,15407.882857142858,3356.220891259075,12387.037,4021.4052983958927
2017-05-10,20927.49,124,115,2,5,2,0,0,20787.05,10053.56,15430.49,11577.41,16961.301428571427,2957.7817412177355,12698.706333333332,4308.568147672076
2017-05-11,18164.55,138,126,3,5,2,0,0,20927.49,13508.55,9851.71,8296.51,17626.444285714286,2546.9015988834963,13027.641000000001,4337.483773174736
2017-05-12,12191.61,119,110,4,5,2,0,0,18164.55,13969.76,15790.49,8069.21,17372.422857142858,3017.5774519456077,13165.054333333333,4239.167273952462
2017-05-13,9053.65,80,72,5,5,2,1,0,12191.61,16219.98,11912.63,9691.43,16348.66142857143,4381.245773032409,13143.795000000002,4258.742152509799
2017-05-14,15022.9,127,110,6,5,2,1,0,9053.65,17167.87,8091.16,7001.07,16042.237142857144,4389.4030900974685,13411.189333333334,4108.958380533704
2017-05-15,17822.03,170,153,0,5,2,0,0,15022.9,16148.41,12580.27,8333.94,16281.325714285715,4441.422509511485,13727.459,4069.647488538526
2017-05-16,21115.89,171,150,1,5,2,0,0,17822.03,20787.05,17640.2,5455.96,16328.302857142857,4498.396306428607,14249.456666666665,3975.3362892346286
2017-05-17,18195.95,155,140,2,5,2,0,0,21115.89,20927.49,10053.56,7966.87,15938.082857142857,4136.888885675305,14590.426,3854.740796242716
2017-05-18,18245.13,140,125,3,5,2,0,0,18195.95,18164.55,13508.55,21286.72,15949.594285714285,4144.222502568521,14489.039666666667,3709.8187701617867
2017-05-19,18397.67,168,144,4,5,2,0,0,18245.13,12191.61,13969.76,12103.46,16836.174285714285,3860.395943448716,14698.846666666666,3748.0373500101705
2017-05-20,10632.41,80,72,5,5,2,1,0,18397.67,9053.65,16219.98,13373.14,17061.711428571427,3341.1295264846713,14607.489,3814.282404763073
2017-05-21,17426.2,164,148,6,5,2,1,0,10632.41,15022.9,17167.87,8446.26,17405.04,3217.914889028826,14906.820333333335,3663.4738043184457
2017-05-22,25414.2,167,148,0,5,2,0,0,17426.2,17822.03,16148.41,12860.18,18489.635714285712,4432.233928836411,15325.287666666665,4111.267162098509
2017-05-23,17625.88,141,124,1,5,2,0,0,25414.2,21115.89,20787.05,10029.05,17991.062857142857,4281.296993963848,15578.515333333333,4006.425342792571
2017-05-24,23350.97,159,141,2,5,2,0,0,17625.88,18195.95,20927.49,13296.03,18727.49428571429,4741.08515706007,15913.68,4223.591903405244
2017-05-25,15116.79,115,104,3,5,2,0,0,23350.97,18245.13,18164.55,14671.74,18280.588571428572,4937.505576562018,15928.515000000001,4219.859226368077
2017-05-26,10651.18,93,78,4,5,2,0,0,15116.79,18397.67,12191.61,15430.49,17173.947142857145,5713.950009120125,15769.204666666665,4328.135646867807
2017-05-27,13960.71,91,79,5,5,2,1,0,10651.18,10632.41,9053.65,9851.71,17649.41857142857,5193.682403161976,15906.171333333334,4197.458594603637
2017-05-28,9262.62,106,98,6,5,2,1,0,13960.71,17426.2,15022.9,15790.49,16483.192857142858,6091.168583284373,15688.575666666668,4369.344845042704
2017-05-29,18732.86,177,157,0,5,2,0,0,9262.62,25414.2,17822.03,11912.63,15528.715714285716,4856.866884699982,15915.916666666666,4343.458975915101
2017-05-30,13947.59,116,100,1,5,2,0,0,18732.86,17625.88,21115.89,8091.16,15003.245714285715,4790.684798839165,16111.131,4104.697369180951
2017-05-31,19825.26,139,123,2,5,2,0,0,13947.59,23350.97,18195.95,12580.27,14499.572857142859,3862.1125834432305,16352.630666666668,4102.924887920417
2017-06-01,19305.25,136,124,3,6,2,0,0,19825.26,15116.79,18245.13,17640.2,15097.924285714285,4275.957717645872,16408.132333333335,4132.100991567733
2017-06-02,19131.33,135,126,4,6,2,0,0,19305.25,10651.18,18397.67,10053.56,16309.374285714284,3998.4254320622217,16710.724666666665,3980.3043200122884
2017-06-03,10450.35,101,89,5,6,2,1,0,19131.33,13960.71,10632.41,13508.55,15807.894285714287,4527.250857039177,16608.784666666666,4102.431858185254
2017-06-04,13863.23,106,101,6,6,2,1,0,10450.35,9262.62,17426.2,13969.76,16465.124285714286,3671.8171417335902,16605.233666666667,4104.840323362989
2017-06-05,23925.55,162,145,0,6,2,0,0,13863.23,18732.86,25414.2,16219.98,17206.937142857143,4610.798359961522,16862.086,4315.573744279486
